event_date,dau,base_users,retained_users,d1_retention,dau_90d_roll,d1_90d_roll
2014-04-03,55,55,21,0.3818181818181818,33.9,0.33418020407793414
2014-04-04,49,49,9,0.1836734693877551,34.21111111111111,0.33357551775896216
2014-04-05,29,29,12,0.4137931034482758,34.31111111111111,0.3320621077972763
2014-04-06,42,42,13,0.3095238095238095,34.43333333333333,0.3322754547848168
2014-04-07,48,48,14,0.2916666666666667,34.56666666666667,0.3318124918218539
2014-04-08,36,36,17,0.4722222222222222,34.67777777777778,0.33150384984654524
2014-04-09,48,48,13,0.2708333333333333,34.82222222222222,0.33197342656612194
2014-04-10,38,38,20,0.5263157894736842,35.077777777777776,0.33189545385657027
2014-04-11,44,44,13,0.2954545454545454,35.333333333333336,0.33200367896479543
2014-04-12,23,23,9,0.391304347826087,35.34444444444444,0.33281615151639843
2014-04-13,20,20,8,0.4,35.21111111111111,0.3334411515163984
2014-04-14,40,40,10,0.25,35.27777777777778,0.33197056328110425
2014-04-15,38,38,12,0.3157894736842105,35.34444444444444,0.33131266854426217
2014-04-16,50,50,15,0.3,35.55555555555556,0.33034492660877834
2014-04-17,39,39,9,0.2307692307692307,35.71111111111111,0.3302423625062142
2014-04-18,27,27,5,0.1851851851851851,35.74444444444445,0.32813330900827176
2014-04-19,25,25,8,0.32,35.77777777777778,0.3261333090082718
2014-04-20,28,28,8,0.2857142857142857,35.522222222222226,0.32603993832666583
2014-04-21,31,31,10,0.3225806451612903,35.41111111111111,0.3255591270669403
2014-04-22,39,39,11,0.282051282051282,35.455555555555556,0.32424858575639903
2014-04-23,42,42,22,0.5238095238095238,35.56666666666667,0.3245131360209493
2014-04-24,55,55,17,0.3090909090909091,35.833333333333336,0.3247216730036798
2014-04-25,38,38,6,0.1578947368421052,36.022222222222226,0.3211850536775868
2014-04-26,25,25,11,0.44,36.0,0.32278176149651683
2014-04-27,39,39,20,0.5128205128205128,36.08888888888889,0.32346184604756917
2014-04-28,53,53,15,0.2830188679245283,36.25555555555555,0.32455971650988846
2014-04-29,41,41,13,0.3170731707317073,36.477777777777774,0.3238499475074365
2014-04-30,47,47,20,0.425531914893617,36.68888888888889,0.3250066513237148
2014-05-01,40,40,14,0.35,36.75555555555555,0.32562756635639456
2014-05-02,45,45,10,0.2222222222222222,37.05555555555556,0.32439299845515995
2014-05-03,31,31,9,0.2903225806451613,37.166666666666664,0.32391510120306916
2014-05-04,38,38,15,0.3947368421052631,37.21111111111111,0.3243794974878989
2014-05-05,42,42,14,0.3333333333333333,37.3,0.32448842994977256
2014-05-06,61,61,28,0.4590163934426229,37.55555555555556,0.32637223783012914
2014-05-07,63,63,19,0.3015873015873015,37.922222222222224,0.3263898745144325
2014-05-08,44,44,13,0.2954545454545454,38.0,0.3269700000945581
2014-05-09,40,40,13,0.325,38.077777777777776,0.32822420884876685
2014-05-10,34,34,10,0.2941176470588235,38.2,0.3300429073426572
2014-05-11,28,28,11,0.3928571428571428,38.266666666666666,0.32986253216228195
2014-05-12,58,58,16,0.2758620689655172,38.53333333333333,0.3303132871769315
2014-05-13,42,42,13,0.3095238095238095,38.74444444444445,0.32988770631656805
2014-05-14,47,47,16,0.3404255319148936,38.84444444444444,0.3307462356185464
2014-05-15,36,36,11,0.3055555555555556,39.0,0.3306059438115879
2014-05-16,31,31,9,0.2903225806451613,39.166666666666664,0.33035952804097857
2014-05-17,24,24,7,0.2916666666666667,39.17777777777778,0.3316679016319609
2014-05-18,20,20,11,0.55,39.05555555555556,0.33383636041332293
2014-05-19,84,84,28,0.3333333333333333,39.644444444444446,0.3328805659091413
2014-05-20,92,92,26,0.2826086956521739,40.266666666666666,0.333242884749721
2014-05-21,58,58,20,0.3448275862068966,40.611111111111114,0.33378212130428325
2014-05-22,47,47,24,0.5106382978723404,40.888888888888886,0.33642557713922844
2014-05-23,52,52,8,0.1538461538461538,41.233333333333334,0.33284397355762485
2014-05-24,20,20,6,0.3,41.06666666666667,0.3323677830814344
2014-05-25,38,38,13,0.3421052631578947,41.0,0.3316234981266231
2014-05-26,45,45,13,0.2888888888888888,41.044444444444444,0.33266535298961614
2014-05-27,40,40,16,0.4,41.17777777777778,0.33393519425945745
2014-05-28,60,60,18,0.3,41.266666666666666,0.334490749815013
2014-05-29,52,52,16,0.3076923076923077,41.32222222222222,0.3360183002787337
2014-05-30,51,51,11,0.2156862745098039,41.611111111111114,0.3361925922177315
2014-05-31,34,34,7,0.2058823529411764,41.7,0.3329246183615223
2014-06-01,32,32,14,0.4375,41.544444444444444,0.3339209951731166
2014-06-02,44,44,19,0.4318181818181818,41.522222222222226,0.3343711488841398
2014-06-03,43,43,16,0.3720930232558139,41.455555555555556,0.3341971257865287
2014-06-04,52,52,15,0.2884615384615384,41.48888888888889,0.33468116555628274
2014-06-05,42,42,18,0.4285714285714285,41.577777777777776,0.33650189384759926
2014-06-06,54,54,4,0.074074074074074,41.9,0.33288049467064457
2014-06-07,22,22,4,0.1818181818181818,41.888888888888886,0.33055287060389005
2014-06-08,32,32,12,0.375,41.84444444444444,0.3294726236903098
2014-06-09,50,50,19,0.38,41.84444444444444,0.32902817924586536
2014-06-10,64,64,26,0.40625,41.9,0.32921061804059226
2014-06-11,55,55,16,0.2909090909090909,42.05555555555556,0.3294619114626174
2014-06-12,49,49,15,0.3061224489795918,42.27777777777778,0.33133070495702666
2014-06-13,52,52,10,0.1923076923076923,42.72222222222222,0.3269859756122973
2014-06-14,25,25,11,0.44,42.68888888888889,0.32830343592975764
2014-06-15,44,44,13,0.2954545454545454,42.56666666666667,0.3277478803742021
2014-06-16,59,59,16,0.2711864406779661,42.62222222222222,0.3264400753940807
2014-06-17,56,56,25,0.4464285714285714,42.68888888888889,0.3282892817432871
2014-06-18,75,75,29,0.3866666666666666,43.144444444444446,0.32866400941213236
2014-06-19,86,86,24,0.2790697674418604,43.55555555555556,0.3299507256490148
2014-06-20,60,60,12,0.2,43.86666666666667,0.329047947871237
2014-06-21,32,32,6,0.1875,43.9,0.32576729653024084
2014-06-22,35,35,8,0.2285714285714285,43.65555555555556,0.3253830024617362
2014-06-23,55,55,21,0.3818181818181818,43.75555555555555,0.32576069240464356
2014-06-24,66,66,22,0.3333333333333333,43.98888888888889,0.32551377882439664
2014-06-25,52,52,18,0.3461538461538461,44.077777777777776,0.3255720538826717
2014-06-26,43,43,10,0.2325581395348837,44.05555555555556,0.3251930702478741
2014-06-27,53,53,10,0.1886792452830188,44.25555555555555,0.32379744281451084
2014-06-28,37,37,7,0.1891891891891892,44.36666666666667,0.32178431857916434
2014-06-29,26,26,9,0.3461538461538461,44.144444444444446,0.32055800865720224
2014-06-30,47,47,13,0.2765957446808511,44.0,0.32159425767217464
2014-07-01,43,43,12,0.2790697674418604,44.12222222222222,0.3208755884215287
2014-07-02,61,61,23,0.3770491803278688,44.18888888888889,0.3208225995160807
2014-07-03,65,65,16,0.2461538461538461,44.36666666666667,0.32151682592459285
2014-07-04,54,54,6,0.1111111111111111,44.644444444444446,0.31815369267640214
2014-07-05,29,29,11,0.3793103448275862,44.5,0.31892909862422186
2014-07-06,38,38,11,0.2894736842105263,44.388888888888886,0.318904732152487
2014-07-07,54,54,21,0.3888888888888889,44.58888888888889,0.3179788062265611
2014-07-08,53,53,14,0.2641509433962264,44.644444444444446,0.3179045574494821
2014-07-09,48,48,11,0.2291666666666666,44.75555555555555,0.31460290052940415
2014-07-10,37,37,15,0.4054054054054054,44.67777777777778,0.3158245767510804
2014-07-11,52,52,10,0.1923076923076923,45.0,0.31361350280087597
2014-07-12,29,29,10,0.3448275862068966,45.1,0.3130004759809526
2014-07-13,51,51,9,0.1764705882352941,45.22222222222222,0.3121834825169003
2014-07-14,40,40,10,0.25,45.24444444444445,0.3114524883648535
2014-07-15,58,58,21,0.3620689655172414,45.333333333333336,0.3121421435372673
2014-07-16,63,63,17,0.2698412698412698,45.6,0.3125762773047344
2014-07-17,61,61,19,0.3114754098360656,45.977777777777774,0.31397950202307756
2014-07-18,50,50,12,0.24,46.25555555555555,0.3130906131341886
2014-07-19,35,35,5,0.1428571428571428,46.333333333333336,0.3115033115468871
2014-07-20,25,25,8,0.32,46.266666666666666,0.3114746377117616
2014-07-21,40,40,16,0.4,46.27777777777778,0.31278517902230296
2014-07-22,52,52,16,0.3076923076923077,46.388888888888886,0.31038387662100053
2014-07-23,47,47,12,0.2553191489361702,46.3,0.3097864126192812
2014-07-24,50,50,16,0.32,46.43333333333333,0.31158758220992444
2014-07-25,41,41,12,0.2926829268292683,46.611111111111114,0.3099507258413608
2014-07-26,25,25,6,0.24,46.455555555555556,0.3069193868100218
2014-07-27,45,45,10,0.2222222222222222,46.36666666666667,0.3062438685244406
2014-07-28,53,53,15,0.2830188679245283,46.5,0.3058654873821386
2014-07-29,66,66,18,0.2727272727272727,46.71111111111111,0.3041676580247347
2014-07-30,57,57,22,0.3859649122807017,46.9,0.304567268161187
2014-07-31,62,62,17,0.2741935483870967,47.08888888888889,0.30514472734079673
2014-08-01,47,47,13,0.2765957446808511,47.266666666666666,0.3049922069411933
2014-08-02,31,31,7,0.2258064516129032,47.18888888888889,0.3031152026023893
2014-08-03,29,29,10,0.3448275862068966,47.044444444444444,0.3032429165232066
2014-08-04,58,58,17,0.293103448275862,47.01111111111111,0.3013994393546871
2014-08-05,62,62,15,0.2419354838709677,47.0,0.3007366413800611
2014-08-06,55,55,14,0.2545454545454545,47.12222222222222,0.30028209592551575
2014-08-07,49,49,11,0.2244897959183673,47.22222222222222,0.2991653158801642
2014-08-08,41,41,11,0.2682926829268293,47.3,0.2988783718342532
2014-08-09,36,36,14,0.3888888888888889,47.388888888888886,0.29883428012349483
2014-08-10,32,32,17,0.53125,47.1,0.30167192380165575
2014-08-11,65,65,26,0.4,47.355555555555554,0.30267721480694676
2014-08-12,78,78,19,0.2435897435897435,47.7,0.301601261603334
2014-08-13,43,43,12,0.2790697674418604,47.77777777777778,0.3013069750687373
2014-08-14,43,43,10,0.2325581395348837,47.91111111111111,0.3006651479452898
2014-08-15,27,27,6,0.2222222222222222,47.94444444444444,0.2998935430070182
2014-08-16,19,19,6,0.3157894736842105,47.93333333333333,0.29729120382573165
2014-08-17,39,39,13,0.3333333333333333,47.43333333333333,0.29729120382573165
2014-08-18,62,62,25,0.4032258064516129,47.1,0.2986313939457254
2014-08-19,80,80,21,0.2625,47.34444444444444,0.297716642987871
2014-08-20,49,49,20,0.4081632653061224,47.36666666666667,0.296578031514913
2014-08-21,61,61,17,0.2786885245901639,47.46666666666667,0.29796516896762426
2014-08-22,53,53,8,0.1509433962264151,47.833333333333336,0.2963089844812511
2014-08-23,32,32,8,0.25,47.766666666666666,0.2952855926683856
2014-08-24,30,30,10,0.3333333333333333,47.6,0.2957794198288794
2014-08-25,50,50,19,0.38,47.71111111111111,0.2955571976066572
2014-08-26,67,67,25,0.373134328358209,47.78888888888889,0.2963698012550818
2014-08-27,66,66,23,0.3484848484848485,47.94444444444444,0.2968230517083322
2014-08-28,66,66,28,0.4242424242424242,48.111111111111114,0.29914034226091685
2014-08-29,64,64,12,0.1875,48.44444444444444,0.2989360938949038
2014-08-30,30,30,8,0.2666666666666666,48.422222222222224,0.2970379457467557
2014-08-31,37,37,11,0.2972972972972973,48.34444444444444,0.29554326925207913
2014-09-01,63,63,11,0.1746031746031746,48.56666666666667,0.29334893760038316
2014-09-02,54,54,18,0.3333333333333333,48.58888888888889,0.2938475130989587
2014-09-03,51,51,13,0.2549019607843137,48.68888888888889,0.2919178523457685
2014-09-04,50,50,10,0.2,48.644444444444446,0.293317029300501
2014-09-05,34,34,3,0.088235294117647,48.77777777777778,0.29227721943716173
2014-09-06,19,19,6,0.3157894736842105,48.63333333333333,0.2916193247003196
2014-09-07,19,19,6,0.3157894736842105,48.28888888888889,0.290905874407922
2014-09-08,55,55,14,0.2545454545454545,48.18888888888889,0.2892202683473159
2014-09-09,55,55,15,0.2727272727272727,48.18888888888889,0.28901824814529575
2014-09-10,47,47,15,0.3191489361702128,48.166666666666664,0.28916298689185815
2014-09-11,55,55,18,0.3272727272727272,48.2,0.29066259839146963
2014-09-12,43,43,10,0.2325581395348837,48.4,0.28835768883074614
2014-09-13,32,32,4,0.125,48.266666666666666,0.28646374943680675
2014-09-14,33,33,11,0.3333333333333333,47.977777777777774,0.2871542704663108
2014-09-15,58,58,14,0.2413793103448276,48.0,0.28487594534315813
2014-09-16,52,52,13,0.25,47.74444444444445,0.2833574268246396
2014-09-17,40,40,14,0.35,47.233333333333334,0.28414554051973
2014-09-18,37,37,16,0.4324324324324324,46.977777777777774,0.2867281231023126
2014-09-19,41,41,8,0.1951219512195122,47.077777777777776,0.28681281144919607
2014-09-20,22,22,3,0.1363636363636363,46.93333333333333,0.28578828042466503
2014-09-21,30,30,5,0.1666666666666666,46.65555555555556,0.28339770803409264
2014-09-22,39,39,13,0.3333333333333333,46.355555555555554,0.28339770803409264
2014-09-23,47,47,12,0.2553191489361702,46.3,0.28238843362056293
2014-09-24,49,49,16,0.3265306122448979,46.36666666666667,0.28343257220622975
2014-09-25,45,45,16,0.3555555555555555,46.27777777777778,0.2852867534314802
2014-09-26,40,40,7,0.175,46.31111111111111,0.2851290957738225
2014-09-27,16,16,8,0.5,46.2,0.2868384974832242
2014-09-28,28,28,6,0.2142857142857142,45.98888888888889,0.2861461638121672
2014-09-29,46,46,17,0.3695652173913043,46.022222222222226,0.2871516688116054
2014-09-30,61,61,20,0.3278688524590163,46.022222222222226,0.2866052207241737
2014-10-01,55,55,23,0.4181818181818181,45.91111111111111,0.2885166426355956
2014-10-02,48,48,10,0.2083333333333333,45.84444444444444,0.2895968895491759
2014-10-03,43,43,2,0.0465116279069767,46.0,0.2858991260278358
2014-10-04,21,21,4,0.1904761904761904,45.81111111111111,0.2847991538752321
2014-10-05,26,26,8,0.3076923076923077,45.5,0.28389696963971445
2014-10-06,46,46,9,0.1956521739130435,45.422222222222224,0.28313587220101244
2014-10-07,33,33,8,0.2424242424242424,45.25555555555555,0.28328317859831886
2014-10-08,38,38,16,0.4210526315789473,45.266666666666666,0.28345703666691374
2014-10-09,53,53,10,0.1886792452830188,45.27777777777778,0.28341672058886186
2014-10-10,40,40,7,0.175,45.4,0.28152974740878517
2014-10-11,25,25,4,0.16,45.111111111111114,0.2813467408728375
2014-10-12,24,24,10,0.4166666666666667,44.93333333333333,0.28319859272468934
2014-10-13,46,46,15,0.3260869565217391,44.8,0.28279879262473934
2014-10-14,48,48,13,0.2708333333333333,44.63333333333333,0.2828098155524289
2014-10-15,55,55,16,0.2909090909090909,44.56666666666667,0.28258130089768474
2014-10-16,46,46,12,0.2608695652173913,44.522222222222226,0.28281318495565577
2014-10-17,53,53,14,0.2641509433962264,44.72222222222222,0.28416089385053445
2014-10-18,37,37,10,0.2702702702702703,44.855555555555554,0.2836083412979819
2014-10-19,29,29,10,0.3448275862068966,44.733333333333334,0.28299531447805854
2014-10-20,47,47,15,0.3191489361702128,44.67777777777778,0.2831226103500353
2014-10-21,55,55,14,0.2545454545454545,44.766666666666666,0.283114013745694
2014-10-22,44,44,13,0.2954545454545454,44.7,0.2828412864729667
2014-10-23,39,39,15,0.3846153846153846,44.67777777777778,0.28386275822614576
2014-10-24,46,46,9,0.1956521739130435,44.91111111111111,0.28337000460295736
2014-10-25,30,30,8,0.2666666666666666,44.74444444444445,0.2838638317634512
2014-10-26,31,31,14,0.4516129032258064,44.5,0.28573709882235426
2014-10-27,39,39,15,0.3846153846153846,44.2,0.2869803000655556
2014-10-28,46,46,18,0.391304347826087,44.077777777777776,0.28703962712717096
2014-10-29,57,57,18,0.3157894736842105,44.022222222222226,0.28750180407491666
2014-10-30,57,57,17,0.2982456140350877,44.13333333333333,0.2877423581788526
2014-10-31,51,51,9,0.1764705882352941,44.355555555555554,0.2871941819191014
2014-11-01,33,33,7,0.2121212121212121,44.4,0.2857196666514827
2014-11-02,26,26,9,0.3461538461538461,44.044444444444444,0.2863091155167936
2014-11-03,44,44,15,0.3409090909090909,43.84444444444444,0.28740882226166165
2014-11-04,61,61,18,0.2950819672131147,43.91111111111111,0.2878592279579689
2014-11-05,65,65,17,0.2615384615384615,44.08888888888889,0.28827087979819227
2014-11-06,51,51,15,0.2941176470588235,44.2,0.2885578238441033
2014-11-07,40,40,9,0.225,44.24444444444445,0.2867368361897823
2014-11-08,21,21,7,0.3333333333333333,44.12222222222222,0.2845377621157082
2014-11-09,29,29,11,0.3793103448275862,43.72222222222222,0.28430787705823696
2014-11-10,61,61,17,0.2786885245901639,43.53333333333333,0.28469786351379717
2014-11-11,38,38,15,0.3947368421052631,43.477777777777774,0.28598305323227946
2014-11-12,55,55,21,0.3818181818181818,43.611111111111114,0.28764149814653833
2014-11-13,45,45,11,0.2444444444444444,43.81111111111111,0.2878884117267852
2014-11-14,32,32,11,0.34375,43.955555555555556,0.2881990842414051
2014-11-15,25,25,7,0.28,43.8,0.2876064916488125
2014-11-16,22,22,9,0.4090909090909091,43.355555555555554,0.2876716594559158
2014-11-17,46,46,15,0.3260869565217391,42.977777777777774,0.28837818119504627
2014-11-18,43,43,16,0.3720930232558139,42.91111111111111,0.2879774007278206
2014-11-19,36,36,12,0.3333333333333333,42.63333333333333,0.2885845652694114
2014-11-20,38,38,14,0.3684210526315789,42.46666666666667,0.2910009836739132
2014-11-21,30,30,10,0.3333333333333333,42.44444444444444,0.2919269095998391
2014-11-22,36,36,9,0.25,42.51111111111111,0.2910009836739132
2014-11-23,37,37,15,0.4054054054054054,42.36666666666667,0.29128326595619547
2014-11-24,61,61,18,0.2950819672131147,42.3,0.29041601749902773
2014-11-25,45,45,20,0.4444444444444444,42.06666666666667,0.29148223523191213
2014-11-26,59,59,23,0.3898305084745763,41.98888888888889,0.29109988061226943
2014-11-27,69,69,18,0.2608695652173913,42.044444444444444,0.29191509800357374
2014-11-28,42,42,17,0.4047619047619047,42.17777777777778,0.2934494895379653
2014-11-29,38,38,18,0.4736842105263157,42.18888888888889,0.29540934412939884
2014-11-30,39,39,17,0.4358974358974359,41.922222222222224,0.29831261369933504
2014-12-01,52,52,20,0.3846153846153846,41.9,0.29888241426913564
2014-12-02,58,58,17,0.293103448275862,41.977777777777774,0.2993068752412639
2014-12-03,63,63,16,0.2539682539682539,42.12222222222222,0.2999065225075779
2014-12-04,55,55,13,0.2363636363636363,42.355555555555554,0.3015523929769778
2014-12-05,39,39,13,0.3333333333333333,42.577777777777776,0.3017473247508569
2014-12-06,37,37,14,0.3783783783783784,42.77777777777778,0.30244275702523654
2014-12-07,44,44,16,0.3636363636363636,42.65555555555556,0.30365487823735776
2014-12-08,45,45,16,0.3555555555555555,42.544444444444444,0.3045751924910053
2014-12-09,53,53,17,0.320754716981132,42.611111111111114,0.3045930345000155
2014-12-10,60,60,18,0.3,42.666666666666664,0.3042900041969852
2014-12-11,42,42,9,0.2142857142857142,42.65555555555556,0.30408697724977224
2014-12-12,31,31,5,0.1612903225806451,42.644444444444446,0.3044902030562238
2014-12-13,23,23,9,0.391304347826087,42.53333333333333,0.30513432543947666
2014-12-14,44,44,15,0.3409090909090909,42.37777777777778,0.3062402118901907
2014-12-15,75,75,27,0.36,42.63333333333333,0.3074624341124129
2014-12-16,72,72,24,0.3333333333333333,42.98888888888889,0.30727724892722774
2014-12-17,67,67,25,0.373134328358209,43.32222222222222,0.3066183811041808
2014-12-18,65,65,21,0.3230769230769231,43.58888888888889,0.30804010301370766
2014-12-19,48,48,8,0.1666666666666666,43.87777777777778,0.30837680335040796
2014-12-20,28,28,9,0.3214285714285714,43.855555555555554,0.3100963800699847
2014-12-21,32,32,16,0.5,43.77777777777778,0.3119482319218365
2014-12-22,67,67,18,0.2686567164179104,44.0,0.31209642711607805
2014-12-23,52,52,12,0.2307692307692307,44.03333333333333,0.31103241176634844
2014-12-24,33,33,12,0.3636363636363636,43.9,0.3111221985228019
2014-12-25,36,36,11,0.3055555555555556,43.855555555555554,0.3125728158067525
2014-12-26,47,47,10,0.2127659574468085,44.2,0.30938132644505034
2014-12-27,36,36,7,0.1944444444444444,44.28888888888889,0.30916086789125846
2014-12-28,36,36,15,0.4166666666666667,44.17777777777778,0.3096842173276514
2014-12-29,45,45,15,0.3333333333333333,44.0,0.30974493378181045
2014-12-30,45,45,11,0.2444444444444444,43.888888888888886,0.30781451851806185
2014-12-31,31,31,6,0.1935483870967742,43.7,0.30765024133765567
2015-01-01,35,35,13,0.3714285714285714,43.611111111111114,0.31126042959900674
2015-01-02,56,56,13,0.2321428571428571,44.0,0.3117233925619697
2015-01-03,38,38,16,0.4210526315789473,44.13333333333333,0.31298295171626567
2015-01-04,51,51,17,0.3333333333333333,44.18888888888889,0.3145127423764911
2015-01-05,53,53,18,0.3396226415094339,44.41111111111111,0.3155927245885488
2015-01-06,47,47,12,0.2553191489361702,44.51111111111111,0.3137512414480735
2015-01-07,55,55,16,0.2909090909090909,44.53333333333333,0.3148871286216965
2015-01-08,61,61,14,0.2295081967213114,44.766666666666666,0.3154927752519333
2015-01-09,49,49,10,0.2040816326530612,45.03333333333333,0.31598257117030065
2015-01-10,31,31,12,0.3870967741935484,45.111111111111114,0.31565401680948824
2015-01-11,35,35,15,0.4285714285714285,44.98888888888889,0.3167927331655959
2015-01-12,64,64,15,0.234375,45.166666666666664,0.31638764057300334
2015-01-13,65,65,25,0.3846153846153846,45.27777777777778,0.31742882161418434
2015-01-14,73,73,14,0.1917808219178082,45.577777777777776,0.31666116891085566
2015-01-15,44,44,11,0.25,45.477777777777774,0.3165039362064531
2015-01-16,42,42,16,0.3809523809523809,45.53333333333333,0.3177337374362543
2015-01-17,45,45,17,0.3777777777777777,45.71111111111111,0.3180998506759308
2015-01-18,38,38,14,0.3684210526315789,45.611111111111114,0.3186473186366126
2015-01-19,54,54,16,0.2962962962962963,45.6,0.3191112168782887
2015-01-20,56,56,15,0.2678571428571428,45.733333333333334,0.31880457907165083
2015-01-21,46,46,12,0.2608695652173913,45.81111111111111,0.31742962552278425
2015-01-22,38,38,17,0.4473684210526316,45.72222222222222,0.32022647271322413
2015-01-23,44,44,9,0.2045454545454545,45.87777777777778,0.31953623702298845
2015-01-24,34,34,6,0.1764705882352941,45.91111111111111,0.31647910018976055
2015-01-25,43,43,16,0.3720930232558139,45.955555555555556,0.3163399628413208
2015-01-26,58,58,14,0.2413793103448276,46.08888888888889,0.3146741290915291
2015-01-27,48,48,13,0.2708333333333333,45.98888888888889,0.3141746164209638
2015-01-28,45,45,16,0.3555555555555555,45.855555555555554,0.314811393548969
2015-01-29,64,64,18,0.28125,46.0,0.3159756092352435
2015-01-30,61,61,11,0.180327868852459,46.31111111111111,0.3156223498655907
2015-01-31,32,32,11,0.34375,46.37777777777778,0.3155956404638813
2015-02-01,53,53,22,0.4150943396226415,46.477777777777774,0.316419921005143
2015-02-02,58,58,18,0.3103448275862069,46.44444444444444,0.3165895083426218
2015-02-03,54,54,14,0.2592592592592592,46.32222222222222,0.31656418387285284
2015-02-04,45,45,19,0.4222222222222222,46.25555555555555,0.31798756804133504
2015-02-05,45,45,15,0.3333333333333333,46.31111111111111,0.3191912717450387
2015-02-06,34,34,9,0.2647058823529412,46.455555555555556,0.31842874451192327
2015-02-07,31,31,10,0.3225806451612903,46.477777777777774,0.3177984145156311
2015-02-08,44,44,14,0.3181818181818182,46.28888888888889,0.3182372288888717
2015-02-09,47,47,15,0.3191489361702128,46.388888888888886,0.3173973632673711
2015-02-10,42,42,13,0.3095238095238095,46.24444444444445,0.3165940924641003
2015-02-11,51,51,20,0.392156862745098,46.31111111111111,0.3182353415563298
2015-02-12,48,48,17,0.3541666666666667,46.48888888888889,0.31835108229707054
2015-02-13,37,37,9,0.2432432432432432,46.62222222222222,0.31794267388866215
2015-02-14,22,22,9,0.4090909090909091,46.62222222222222,0.31794267388866215
2015-02-15,33,33,13,0.3939393939393939,46.477777777777774,0.3186965898599694
2015-02-16,43,43,16,0.3720930232558139,46.477777777777774,0.31869658985996946
2015-02-17,72,72,24,0.3333333333333333,46.87777777777778,0.3186965898599694
2015-02-18,62,62,15,0.2419354838709677,47.144444444444446,0.31729119465151817
2015-02-19,49,49,16,0.3265306122448979,47.355555555555554,0.3172156088616467
2015-02-20,63,63,12,0.1904761904761904,47.65555555555556,0.31655423320027104
2015-02-21,64,64,18,0.28125,47.955555555555556,0.3151747286957665
2015-02-22,61,61,13,0.2131147540983606,47.955555555555556,0.31426398188338034
2015-02-23,62,62,13,0.2096774193548387,48.144444444444446,0.31165545938238476
2015-02-24,59,59,12,0.2033898305084746,48.144444444444446,0.3095838962938725
2015-02-25,49,49,13,0.2653061224489796,47.922222222222224,0.30963319137422346
2015-02-26,45,45,10,0.2222222222222222,47.955555555555556,0.3076049726793381
2015-02-27,39,39,6,0.1538461538461538,47.96666666666667,0.304051216494003
2015-02-28,16,16,5,0.3125,47.71111111111111,0.3026801338729204
2015-03-01,36,36,10,0.2777777777777778,47.53333333333333,0.3014930493525025
2015-03-02,52,52,16,0.3076923076923077,47.46666666666667,0.30165514779046304
2015-03-03,52,52,18,0.3461538461538461,47.34444444444444,0.30267943214808074
2015-03-04,56,56,15,0.2678571428571428,47.355555555555554,0.30302935999800856
2015-03-05,73,73,21,0.2876712328767123,47.733333333333334,0.30252200332626833
2015-03-06,60,60,11,0.1833333333333333,47.98888888888889,0.3003548361591012
2015-03-07,31,31,5,0.1612903225806451,47.84444444444444,0.29810654681403764
2015-03-08,44,44,19,0.4318181818181818,47.833333333333336,0.2989539093280668
2015-03-09,80,80,26,0.325,48.13333333333333,0.2990010791393876
2015-03-10,66,66,20,0.303030303030303,48.2,0.2990347491730576
2015-03-11,60,60,17,0.2833333333333333,48.4,0.29980194494025336
2015-03-12,47,47,13,0.2765957446808511,48.577777777777776,0.3010831162969223
2015-03-13,47,47,14,0.2978723404255319,48.84444444444444,0.3000449828813606
2015-03-14,40,40,13,0.325,48.8,0.2998682152045929
2015-03-15,46,46,19,0.4130434782608695,48.477777777777774,0.30045758718526927
2015-03-16,85,85,24,0.2823529411764706,48.62222222222222,0.2998911383835263
2015-03-17,60,60,21,0.35,48.544444444444444,0.29963409029065735
2015-03-18,68,68,17,0.25,48.577777777777776,0.2988221244786915
2015-03-19,52,52,19,0.3653846153846153,48.62222222222222,0.30103010168666877
2015-03-20,59,59,12,0.2033898305084746,48.96666666666667,0.2997185601208899
2015-03-21,47,47,11,0.2340425531914893,49.13333333333333,0.2967634773785731
2015-03-22,45,45,14,0.3111111111111111,48.888888888888886,0.29723519287516426
2015-03-23,65,65,22,0.3384615384615385,49.03333333333333,0.29843177407174537
2015-03-24,60,60,15,0.25,49.333333333333336,0.2971691478091191
2015-03-25,60,60,23,0.3833333333333333,49.6,0.2980333453399834
2015-03-26,62,62,22,0.3548387096774194,49.766666666666666,0.29961193147587906
2015-03-27,53,53,16,0.3018867924528302,49.955555555555556,0.3008057353426388
2015-03-28,41,41,12,0.2926829268292683,50.01111111111111,0.2994281382333345
2015-03-29,30,30,15,0.5,49.84444444444444,0.3012799900851863
2015-03-30,45,45,16,0.3555555555555555,49.84444444444444,0.3025145579864209
2015-03-31,40,40,14,0.35,49.94444444444444,0.30425290924090115
2015-04-01,66,66,21,0.3181818181818182,50.28888888888889,0.30366127864927056
2015-04-02,62,62,18,0.2903225806451613,50.355555555555554,0.3043077200215184
2015-04-03,42,42,12,0.2857142857142857,50.4,0.3028039606230222
2015-04-04,33,33,12,0.3636363636363636,50.2,0.3031406609597225
2015-04-05,30,30,14,0.4666666666666667,49.94444444444444,0.3045522612392473
2015-04-06,51,51,18,0.3529411764705882,49.98888888888889,0.30563695043407413
2015-04-07,44,44,12,0.2727272727272727,49.86666666666667,0.305434930232054
2015-04-08,53,53,14,0.2641509433962264,49.77777777777778,0.30581984963955305
