event_date,action_segment,base_users,retained_users,d1_retention
2014-12-27,answer_user_day,12,3,0.25
2014-12-27,comment_only_user_day,18,4,0.2222222222222222
2014-12-27,question_user_day,6,0,0.0
2014-12-28,answer_user_day,15,7,0.4666666666666667
2014-12-28,comment_only_user_day,14,5,0.35714285714285715
2014-12-28,question_user_day,7,3,0.42857142857142855
2014-12-29,answer_user_day,13,3,0.23076923076923078
2014-12-29,comment_only_user_day,23,10,0.43478260869565216
2014-12-29,question_user_day,9,2,0.2222222222222222
2014-12-30,answer_user_day,14,2,0.14285714285714285
2014-12-30,comment_only_user_day,23,7,0.30434782608695654
2014-12-30,question_user_day,8,2,0.25
2014-12-31,answer_user_day,11,2,0.18181818181818182
2014-12-31,comment_only_user_day,13,2,0.15384615384615385
2014-12-31,question_user_day,7,2,0.2857142857142857
2015-01-01,answer_user_day,7,3,0.42857142857142855
2015-01-01,comment_only_user_day,16,6,0.375
2015-01-01,question_user_day,12,4,0.3333333333333333
2015-01-02,answer_user_day,19,5,0.2631578947368421
2015-01-02,comment_only_user_day,28,6,0.21428571428571427
2015-01-02,question_user_day,9,2,0.2222222222222222
2015-01-03,answer_user_day,13,3,0.23076923076923078
2015-01-03,comment_only_user_day,20,9,0.45
2015-01-03,question_user_day,5,4,0.8
2015-01-04,answer_user_day,13,6,0.46153846153846156
2015-01-04,comment_only_user_day,30,9,0.3
2015-01-04,question_user_day,8,2,0.25
2015-01-05,answer_user_day,14,5,0.35714285714285715
2015-01-05,comment_only_user_day,28,6,0.21428571428571427
2015-01-05,question_user_day,11,7,0.6363636363636364
2015-01-06,answer_user_day,16,5,0.3125
2015-01-06,comment_only_user_day,24,4,0.16666666666666666
2015-01-06,question_user_day,7,3,0.42857142857142855
2015-01-07,answer_user_day,19,7,0.3684210526315789
2015-01-07,comment_only_user_day,24,7,0.2916666666666667
2015-01-07,question_user_day,12,2,0.16666666666666666
2015-01-08,answer_user_day,16,6,0.375
2015-01-08,comment_only_user_day,41,7,0.17073170731707318
2015-01-08,question_user_day,4,1,0.25
2015-01-09,answer_user_day,15,5,0.3333333333333333
2015-01-09,comment_only_user_day,25,4,0.16
2015-01-09,question_user_day,9,1,0.1111111111111111
2015-01-10,answer_user_day,8,4,0.5
2015-01-10,comment_only_user_day,13,4,0.3076923076923077
2015-01-10,question_user_day,10,4,0.4
2015-01-11,answer_user_day,8,3,0.375
2015-01-11,comment_only_user_day,18,7,0.3888888888888889
2015-01-11,question_user_day,9,5,0.5555555555555556
2015-01-12,answer_user_day,15,4,0.26666666666666666
2015-01-12,comment_only_user_day,35,6,0.17142857142857143
2015-01-12,question_user_day,14,5,0.35714285714285715
2015-01-13,answer_user_day,19,12,0.631578947368421
2015-01-13,comment_only_user_day,33,10,0.30303030303030304
2015-01-13,question_user_day,13,3,0.23076923076923078
2015-01-14,answer_user_day,30,9,0.3
2015-01-14,comment_only_user_day,29,3,0.10344827586206896
2015-01-14,question_user_day,14,2,0.14285714285714285
2015-01-15,answer_user_day,13,5,0.38461538461538464
2015-01-15,comment_only_user_day,25,3,0.12
2015-01-15,question_user_day,6,3,0.5
2015-01-16,answer_user_day,12,10,0.8333333333333334
2015-01-16,comment_only_user_day,22,5,0.22727272727272727
2015-01-16,question_user_day,8,1,0.125
2015-01-17,answer_user_day,18,9,0.5
2015-01-17,comment_only_user_day,16,3,0.1875
2015-01-17,question_user_day,11,5,0.45454545454545453
2015-01-18,answer_user_day,14,6,0.42857142857142855
2015-01-18,comment_only_user_day,18,6,0.3333333333333333
2015-01-18,question_user_day,6,2,0.3333333333333333
2015-01-19,answer_user_day,22,8,0.36363636363636365
2015-01-19,comment_only_user_day,19,4,0.21052631578947367
2015-01-19,question_user_day,13,4,0.3076923076923077
2015-01-20,answer_user_day,21,6,0.2857142857142857
2015-01-20,comment_only_user_day,27,8,0.2962962962962963
2015-01-20,question_user_day,8,1,0.125
2015-01-21,answer_user_day,15,6,0.4
2015-01-21,comment_only_user_day,18,4,0.2222222222222222
2015-01-21,question_user_day,13,2,0.15384615384615385
2015-01-22,answer_user_day,10,7,0.7
2015-01-22,comment_only_user_day,21,6,0.2857142857142857
2015-01-22,question_user_day,7,4,0.5714285714285714
2015-01-23,answer_user_day,16,3,0.1875
2015-01-23,comment_only_user_day,19,4,0.21052631578947367
2015-01-23,question_user_day,9,2,0.2222222222222222
2015-01-24,answer_user_day,11,4,0.36363636363636365
2015-01-24,comment_only_user_day,18,0,0.0
2015-01-24,question_user_day,5,2,0.4
2015-01-25,answer_user_day,14,9,0.6428571428571429
2015-01-25,comment_only_user_day,11,4,0.36363636363636365
2015-01-25,question_user_day,18,3,0.16666666666666666
2015-01-26,answer_user_day,21,10,0.47619047619047616
2015-01-26,comment_only_user_day,25,3,0.12
2015-01-26,question_user_day,12,1,0.08333333333333333
2015-01-27,answer_user_day,17,5,0.29411764705882354
2015-01-27,comment_only_user_day,25,7,0.28
2015-01-27,question_user_day,6,1,0.16666666666666666
2015-01-28,answer_user_day,12,6,0.5
2015-01-28,comment_only_user_day,24,6,0.25
2015-01-28,question_user_day,9,4,0.4444444444444444
2015-01-29,answer_user_day,18,7,0.3888888888888889
2015-01-29,comment_only_user_day,33,9,0.2727272727272727
2015-01-29,question_user_day,13,2,0.15384615384615385
2015-01-30,answer_user_day,26,4,0.15384615384615385
2015-01-30,comment_only_user_day,21,3,0.14285714285714285
2015-01-30,question_user_day,14,4,0.2857142857142857
2015-01-31,answer_user_day,6,4,0.6666666666666666
2015-01-31,comment_only_user_day,20,4,0.2
2015-01-31,question_user_day,6,3,0.5
2015-02-01,answer_user_day,15,7,0.4666666666666667
2015-02-01,comment_only_user_day,30,11,0.36666666666666664
2015-02-01,question_user_day,8,4,0.5
2015-02-02,answer_user_day,13,5,0.38461538461538464
2015-02-02,comment_only_user_day,35,10,0.2857142857142857
2015-02-02,question_user_day,10,3,0.3
2015-02-03,answer_user_day,13,4,0.3076923076923077
2015-02-03,comment_only_user_day,30,7,0.23333333333333334
2015-02-03,question_user_day,11,3,0.2727272727272727
2015-02-04,answer_user_day,16,9,0.5625
2015-02-04,comment_only_user_day,15,6,0.4
2015-02-04,question_user_day,14,4,0.2857142857142857
2015-02-05,answer_user_day,10,6,0.6
2015-02-05,comment_only_user_day,22,6,0.2727272727272727
2015-02-05,question_user_day,13,3,0.23076923076923078
2015-02-06,answer_user_day,16,7,0.4375
2015-02-06,comment_only_user_day,13,2,0.15384615384615385
2015-02-06,question_user_day,5,0,0.0
2015-02-07,answer_user_day,10,5,0.5
2015-02-07,comment_only_user_day,16,5,0.3125
2015-02-07,question_user_day,5,0,0.0
2015-02-08,answer_user_day,18,8,0.4444444444444444
2015-02-08,comment_only_user_day,18,3,0.16666666666666666
2015-02-08,question_user_day,8,3,0.375
2015-02-09,answer_user_day,16,6,0.375
2015-02-09,comment_only_user_day,22,8,0.36363636363636365
2015-02-09,question_user_day,9,1,0.1111111111111111
2015-02-10,answer_user_day,12,5,0.4166666666666667
2015-02-10,comment_only_user_day,17,4,0.23529411764705882
2015-02-10,question_user_day,13,4,0.3076923076923077
2015-02-11,answer_user_day,14,8,0.5714285714285714
2015-02-11,comment_only_user_day,27,8,0.2962962962962963
2015-02-11,question_user_day,10,4,0.4
2015-02-12,answer_user_day,14,6,0.42857142857142855
2015-02-12,comment_only_user_day,26,9,0.34615384615384615
2015-02-12,question_user_day,8,2,0.25
2015-02-13,answer_user_day,18,4,0.2222222222222222
2015-02-13,comment_only_user_day,9,1,0.1111111111111111
2015-02-13,question_user_day,10,4,0.4
2015-02-14,answer_user_day,7,5,0.7142857142857143
2015-02-14,comment_only_user_day,9,3,0.3333333333333333
2015-02-14,question_user_day,6,1,0.16666666666666666
2015-02-15,answer_user_day,12,7,0.5833333333333334
2015-02-15,comment_only_user_day,13,2,0.15384615384615385
2015-02-15,question_user_day,8,4,0.5
2015-02-16,answer_user_day,14,7,0.5
2015-02-16,comment_only_user_day,22,8,0.36363636363636365
2015-02-16,question_user_day,7,1,0.14285714285714285
2015-02-17,answer_user_day,17,8,0.47058823529411764
2015-02-17,comment_only_user_day,38,11,0.2894736842105263
2015-02-17,question_user_day,17,5,0.29411764705882354
2015-02-18,answer_user_day,20,10,0.5
2015-02-18,comment_only_user_day,31,4,0.12903225806451613
2015-02-18,question_user_day,11,1,0.09090909090909091
2015-02-19,answer_user_day,13,5,0.38461538461538464
2015-02-19,comment_only_user_day,25,6,0.24
2015-02-19,question_user_day,11,5,0.45454545454545453
2015-02-20,answer_user_day,24,6,0.25
2015-02-20,comment_only_user_day,33,5,0.15151515151515152
2015-02-20,question_user_day,6,1,0.16666666666666666
2015-02-21,answer_user_day,24,7,0.2916666666666667
2015-02-21,comment_only_user_day,27,8,0.2962962962962963
2015-02-21,question_user_day,13,3,0.23076923076923078
2015-02-22,answer_user_day,19,6,0.3157894736842105
2015-02-22,comment_only_user_day,26,5,0.19230769230769232
2015-02-22,question_user_day,16,2,0.125
2015-02-23,answer_user_day,19,7,0.3684210526315789
2015-02-23,comment_only_user_day,34,4,0.11764705882352941
2015-02-23,question_user_day,9,2,0.2222222222222222
2015-02-24,answer_user_day,21,4,0.19047619047619047
2015-02-24,comment_only_user_day,30,8,0.26666666666666666
2015-02-24,question_user_day,8,0,0.0
2015-02-25,answer_user_day,9,4,0.4444444444444444
2015-02-25,comment_only_user_day,28,7,0.25
2015-02-25,question_user_day,12,2,0.16666666666666666
2015-02-26,answer_user_day,13,4,0.3076923076923077
2015-02-26,comment_only_user_day,20,6,0.3
2015-02-26,question_user_day,12,0,0.0
2015-02-27,answer_user_day,14,3,0.21428571428571427
2015-02-27,comment_only_user_day,14,2,0.14285714285714285
2015-02-27,question_user_day,11,1,0.09090909090909091
2015-02-28,answer_user_day,6,2,0.3333333333333333
2015-02-28,comment_only_user_day,4,0,0.0
2015-02-28,question_user_day,6,3,0.5
2015-03-01,answer_user_day,11,5,0.45454545454545453
2015-03-01,comment_only_user_day,16,4,0.25
2015-03-01,question_user_day,9,1,0.1111111111111111
2015-03-02,answer_user_day,20,9,0.45
2015-03-02,comment_only_user_day,22,6,0.2727272727272727
2015-03-02,question_user_day,10,1,0.1
2015-03-03,answer_user_day,19,10,0.5263157894736842
2015-03-03,comment_only_user_day,26,5,0.19230769230769232
2015-03-03,question_user_day,7,3,0.42857142857142855
2015-03-04,answer_user_day,17,10,0.5882352941176471
2015-03-04,comment_only_user_day,23,3,0.13043478260869565
2015-03-04,question_user_day,16,2,0.125
2015-03-05,answer_user_day,23,8,0.34782608695652173
2015-03-05,comment_only_user_day,32,10,0.3125
2015-03-05,question_user_day,18,3,0.16666666666666666
2015-03-06,answer_user_day,15,5,0.3333333333333333
2015-03-06,comment_only_user_day,32,4,0.125
2015-03-06,question_user_day,13,2,0.15384615384615385
2015-03-07,answer_user_day,8,3,0.375
2015-03-07,comment_only_user_day,14,0,0.0
2015-03-07,question_user_day,9,2,0.2222222222222222
2015-03-08,answer_user_day,18,8,0.4444444444444444
2015-03-08,comment_only_user_day,18,7,0.3888888888888889
2015-03-08,question_user_day,8,4,0.5
2015-03-09,answer_user_day,27,12,0.4444444444444444
2015-03-09,comment_only_user_day,38,9,0.23684210526315788
2015-03-09,question_user_day,15,5,0.3333333333333333
2015-03-10,answer_user_day,18,7,0.3888888888888889
2015-03-10,comment_only_user_day,37,12,0.32432432432432434
2015-03-10,question_user_day,11,1,0.09090909090909091
2015-03-11,answer_user_day,13,4,0.3076923076923077
2015-03-11,comment_only_user_day,34,9,0.2647058823529412
2015-03-11,question_user_day,13,4,0.3076923076923077
2015-03-12,answer_user_day,16,4,0.25
2015-03-12,comment_only_user_day,17,6,0.35294117647058826
2015-03-12,question_user_day,14,3,0.21428571428571427
2015-03-13,answer_user_day,12,5,0.4166666666666667
2015-03-13,comment_only_user_day,22,6,0.2727272727272727
2015-03-13,question_user_day,13,3,0.23076923076923078
2015-03-14,answer_user_day,11,6,0.5454545454545454
2015-03-14,comment_only_user_day,22,5,0.22727272727272727
2015-03-14,question_user_day,7,2,0.2857142857142857
2015-03-15,answer_user_day,18,10,0.5555555555555556
2015-03-15,comment_only_user_day,20,7,0.35
2015-03-15,question_user_day,8,2,0.25
2015-03-16,answer_user_day,27,10,0.37037037037037035
2015-03-16,comment_only_user_day,35,9,0.2571428571428571
2015-03-16,question_user_day,23,5,0.21739130434782608
2015-03-17,answer_user_day,18,10,0.5555555555555556
2015-03-17,comment_only_user_day,29,6,0.20689655172413793
2015-03-17,question_user_day,13,5,0.38461538461538464
2015-03-18,answer_user_day,26,10,0.38461538461538464
2015-03-18,comment_only_user_day,27,5,0.18518518518518517
2015-03-18,question_user_day,15,2,0.13333333333333333
2015-03-19,answer_user_day,15,6,0.4
2015-03-19,comment_only_user_day,24,8,0.3333333333333333
2015-03-19,question_user_day,13,5,0.38461538461538464
2015-03-20,answer_user_day,17,4,0.23529411764705882
2015-03-20,comment_only_user_day,29,5,0.1724137931034483
2015-03-20,question_user_day,13,3,0.23076923076923078
2015-03-21,answer_user_day,15,7,0.4666666666666667
2015-03-21,comment_only_user_day,23,4,0.17391304347826086
2015-03-21,question_user_day,9,0,0.0
2015-03-22,answer_user_day,15,7,0.4666666666666667
2015-03-22,comment_only_user_day,16,5,0.3125
2015-03-22,question_user_day,14,2,0.14285714285714285
2015-03-23,answer_user_day,20,12,0.6
2015-03-23,comment_only_user_day,34,6,0.17647058823529413
2015-03-23,question_user_day,11,4,0.36363636363636365
2015-03-24,answer_user_day,17,5,0.29411764705882354
2015-03-24,comment_only_user_day,34,9,0.2647058823529412
2015-03-24,question_user_day,9,1,0.1111111111111111
2015-03-25,answer_user_day,19,13,0.6842105263157895
2015-03-25,comment_only_user_day,27,9,0.3333333333333333
2015-03-25,question_user_day,14,1,0.07142857142857142
2015-03-26,answer_user_day,18,7,0.3888888888888889
2015-03-26,comment_only_user_day,29,11,0.3793103448275862
2015-03-26,question_user_day,15,4,0.26666666666666666
2015-03-27,answer_user_day,15,6,0.4
2015-03-27,comment_only_user_day,27,7,0.25925925925925924
2015-03-27,question_user_day,11,3,0.2727272727272727
2015-03-28,answer_user_day,16,7,0.4375
2015-03-28,comment_only_user_day,14,3,0.21428571428571427
2015-03-28,question_user_day,11,2,0.18181818181818182
2015-03-29,answer_user_day,8,5,0.625
2015-03-29,comment_only_user_day,13,7,0.5384615384615384
2015-03-29,question_user_day,9,3,0.3333333333333333
2015-03-30,answer_user_day,12,7,0.5833333333333334
2015-03-30,comment_only_user_day,22,9,0.4090909090909091
2015-03-30,question_user_day,11,0,0.0
2015-03-31,answer_user_day,12,5,0.4166666666666667
2015-03-31,comment_only_user_day,18,6,0.3333333333333333
2015-03-31,question_user_day,10,3,0.3
2015-04-01,answer_user_day,19,10,0.5263157894736842
2015-04-01,comment_only_user_day,34,7,0.20588235294117646
2015-04-01,question_user_day,13,4,0.3076923076923077
2015-04-02,answer_user_day,16,6,0.375
2015-04-02,comment_only_user_day,34,9,0.2647058823529412
2015-04-02,question_user_day,12,3,0.25
2015-04-03,answer_user_day,14,6,0.42857142857142855
2015-04-03,comment_only_user_day,15,4,0.26666666666666666
2015-04-03,question_user_day,13,2,0.15384615384615385
2015-04-04,answer_user_day,11,6,0.5454545454545454
2015-04-04,comment_only_user_day,14,4,0.2857142857142857
2015-04-04,question_user_day,8,2,0.25
2015-04-05,answer_user_day,3,2,0.6666666666666666
2015-04-05,comment_only_user_day,23,9,0.391304347826087
2015-04-05,question_user_day,4,3,0.75
2015-04-06,answer_user_day,20,10,0.5
2015-04-06,comment_only_user_day,15,3,0.2
2015-04-06,question_user_day,16,5,0.3125
2015-04-07,answer_user_day,20,8,0.4
2015-04-07,comment_only_user_day,16,3,0.1875
2015-04-07,question_user_day,8,1,0.125
2015-04-08,answer_user_day,18,7,0.3888888888888889
2015-04-08,comment_only_user_day,23,5,0.21739130434782608
2015-04-08,question_user_day,12,2,0.16666666666666666
2015-04-09,answer_user_day,20,11,0.55
2015-04-09,comment_only_user_day,19,5,0.2631578947368421
2015-04-09,question_user_day,11,3,0.2727272727272727
2015-04-10,answer_user_day,20,3,0.15
2015-04-10,comment_only_user_day,27,7,0.25925925925925924
2015-04-10,question_user_day,14,0,0.0
2015-04-11,answer_user_day,17,4,0.23529411764705882
2015-04-11,comment_only_user_day,9,2,0.2222222222222222
2015-04-11,question_user_day,16,2,0.125
2015-04-12,answer_user_day,12,6,0.5
2015-04-12,comment_only_user_day,17,4,0.23529411764705882
2015-04-12,question_user_day,10,3,0.3
2015-04-13,answer_user_day,16,8,0.5
2015-04-13,comment_only_user_day,28,10,0.35714285714285715
2015-04-13,question_user_day,15,3,0.2
2015-04-14,answer_user_day,15,10,0.6666666666666666
2015-04-14,comment_only_user_day,24,9,0.375
2015-04-14,question_user_day,11,4,0.36363636363636365
2015-04-15,answer_user_day,21,7,0.3333333333333333
2015-04-15,comment_only_user_day,32,9,0.28125
2015-04-15,question_user_day,19,3,0.15789473684210525
2015-04-16,answer_user_day,17,7,0.4117647058823529
2015-04-16,comment_only_user_day,22,4,0.18181818181818182
2015-04-16,question_user_day,14,2,0.14285714285714285
2015-04-17,answer_user_day,12,5,0.4166666666666667
2015-04-17,comment_only_user_day,17,5,0.29411764705882354
2015-04-17,question_user_day,14,2,0.14285714285714285
2015-04-18,answer_user_day,15,8,0.5333333333333333
2015-04-18,comment_only_user_day,10,1,0.1
2015-04-18,question_user_day,12,3,0.25
2015-04-19,answer_user_day,14,7,0.5
2015-04-19,comment_only_user_day,15,4,0.26666666666666666
2015-04-19,question_user_day,9,1,0.1111111111111111
2015-04-20,answer_user_day,17,7,0.4117647058823529
2015-04-20,comment_only_user_day,25,7,0.28
2015-04-20,question_user_day,11,3,0.2727272727272727
2015-04-21,answer_user_day,29,14,0.4827586206896552
2015-04-21,comment_only_user_day,29,4,0.13793103448275862
2015-04-21,question_user_day,16,5,0.3125
2015-04-22,answer_user_day,20,10,0.5
2015-04-22,comment_only_user_day,26,7,0.2692307692307692
2015-04-22,question_user_day,19,4,0.21052631578947367
2015-04-23,answer_user_day,16,8,0.5
2015-04-23,comment_only_user_day,34,10,0.29411764705882354
2015-04-23,question_user_day,13,3,0.23076923076923078
2015-04-24,answer_user_day,21,3,0.14285714285714285
2015-04-24,comment_only_user_day,24,8,0.3333333333333333
2015-04-24,question_user_day,13,2,0.15384615384615385
2015-04-25,answer_user_day,24,6,0.25
2015-04-25,comment_only_user_day,24,5,0.20833333333333334
2015-04-25,question_user_day,10,2,0.2
2015-04-26,answer_user_day,11,7,0.6363636363636364
2015-04-26,comment_only_user_day,17,8,0.47058823529411764
2015-04-26,question_user_day,12,4,0.3333333333333333
2015-04-27,answer_user_day,20,9,0.45
2015-04-27,comment_only_user_day,39,15,0.38461538461538464
2015-04-27,question_user_day,18,6,0.3333333333333333
2015-04-28,answer_user_day,17,8,0.47058823529411764
2015-04-28,comment_only_user_day,31,9,0.2903225806451613
2015-04-28,question_user_day,18,6,0.3333333333333333
2015-04-29,answer_user_day,22,11,0.5
2015-04-29,comment_only_user_day,27,9,0.3333333333333333
2015-04-29,question_user_day,18,3,0.16666666666666666
2015-04-30,answer_user_day,18,10,0.5555555555555556
2015-04-30,comment_only_user_day,27,11,0.4074074074074074
2015-04-30,question_user_day,12,2,0.16666666666666666
2015-05-01,answer_user_day,16,6,0.375
2015-05-01,comment_only_user_day,23,6,0.2608695652173913
2015-05-01,question_user_day,12,3,0.25
2015-05-02,answer_user_day,7,2,0.2857142857142857
2015-05-02,comment_only_user_day,22,5,0.22727272727272727
2015-05-02,question_user_day,9,1,0.1111111111111111
2015-05-03,answer_user_day,16,7,0.4375
2015-05-03,comment_only_user_day,13,2,0.15384615384615385
2015-05-03,question_user_day,5,0,0.0
2015-05-04,answer_user_day,16,8,0.5
2015-05-04,comment_only_user_day,25,6,0.24
2015-05-04,question_user_day,11,4,0.36363636363636365
2015-05-05,answer_user_day,17,8,0.47058823529411764
2015-05-05,comment_only_user_day,24,6,0.25
2015-05-05,question_user_day,11,2,0.18181818181818182
2015-05-06,answer_user_day,38,12,0.3157894736842105
2015-05-06,comment_only_user_day,46,8,0.17391304347826086
2015-05-06,question_user_day,23,4,0.17391304347826086
2015-05-07,answer_user_day,12,6,0.5
2015-05-07,comment_only_user_day,31,8,0.25806451612903225
2015-05-07,question_user_day,14,3,0.21428571428571427
2015-05-08,answer_user_day,19,5,0.2631578947368421
2015-05-08,comment_only_user_day,24,4,0.16666666666666666
2015-05-08,question_user_day,16,2,0.125
2015-05-09,answer_user_day,12,5,0.4166666666666667
2015-05-09,comment_only_user_day,13,1,0.07692307692307693
2015-05-09,question_user_day,5,0,0.0
2015-05-10,answer_user_day,13,4,0.3076923076923077
2015-05-10,comment_only_user_day,17,9,0.5294117647058824
2015-05-10,question_user_day,11,3,0.2727272727272727
2015-05-11,answer_user_day,17,12,0.7058823529411765
2015-05-11,comment_only_user_day,27,9,0.3333333333333333
2015-05-11,question_user_day,18,3,0.16666666666666666
2015-05-12,answer_user_day,21,7,0.3333333333333333
2015-05-12,comment_only_user_day,54,14,0.25925925925925924
2015-05-12,question_user_day,13,3,0.23076923076923078
2015-05-13,answer_user_day,17,10,0.5882352941176471
2015-05-13,comment_only_user_day,43,11,0.2558139534883721
2015-05-13,question_user_day,19,4,0.21052631578947367
2015-05-14,answer_user_day,20,12,0.6
2015-05-14,comment_only_user_day,33,7,0.21212121212121213
2015-05-14,question_user_day,15,3,0.2
2015-05-15,answer_user_day,18,4,0.2222222222222222
2015-05-15,comment_only_user_day,34,5,0.14705882352941177
2015-05-15,question_user_day,14,2,0.14285714285714285
2015-05-16,answer_user_day,17,13,0.7647058823529411
2015-05-16,comment_only_user_day,25,9,0.36
2015-05-16,question_user_day,10,3,0.3
2015-05-17,answer_user_day,26,14,0.5384615384615384
2015-05-17,comment_only_user_day,23,7,0.30434782608695654
2015-05-17,question_user_day,18,4,0.2222222222222222
2015-05-18,answer_user_day,32,12,0.375
2015-05-18,comment_only_user_day,62,18,0.2903225806451613
2015-05-18,question_user_day,21,10,0.47619047619047616
2015-05-19,answer_user_day,25,8,0.32
2015-05-19,comment_only_user_day,59,17,0.288135593220339
2015-05-19,question_user_day,18,4,0.2222222222222222
2015-05-20,answer_user_day,26,9,0.34615384615384615
2015-05-20,comment_only_user_day,43,16,0.37209302325581395
2015-05-20,question_user_day,18,0,0.0
2015-05-21,answer_user_day,20,8,0.4
2015-05-21,comment_only_user_day,41,7,0.17073170731707318
2015-05-21,question_user_day,9,4,0.4444444444444444
2015-05-22,answer_user_day,19,9,0.47368421052631576
2015-05-22,comment_only_user_day,37,9,0.24324324324324326
2015-05-22,question_user_day,18,4,0.2222222222222222
2015-05-23,answer_user_day,15,5,0.3333333333333333
2015-05-23,comment_only_user_day,28,8,0.2857142857142857
2015-05-23,question_user_day,14,3,0.21428571428571427
2015-05-24,answer_user_day,17,8,0.47058823529411764
2015-05-24,comment_only_user_day,29,10,0.3448275862068966
2015-05-24,question_user_day,11,3,0.2727272727272727
2015-05-25,answer_user_day,15,4,0.26666666666666666
2015-05-25,comment_only_user_day,44,15,0.3409090909090909
2015-05-25,question_user_day,11,3,0.2727272727272727
2015-05-26,answer_user_day,22,11,0.5
2015-05-26,comment_only_user_day,27,6,0.2222222222222222
2015-05-26,question_user_day,17,1,0.058823529411764705
2015-05-27,answer_user_day,19,11,0.5789473684210527
2015-05-27,comment_only_user_day,28,12,0.42857142857142855
2015-05-27,question_user_day,18,4,0.2222222222222222
2015-05-28,answer_user_day,24,15,0.625
2015-05-28,comment_only_user_day,41,13,0.3170731707317073
2015-05-28,question_user_day,17,3,0.17647058823529413
2015-05-29,answer_user_day,19,8,0.42105263157894735
2015-05-29,comment_only_user_day,33,4,0.12121212121212122
2015-05-29,question_user_day,17,1,0.058823529411764705
2015-05-30,answer_user_day,13,5,0.38461538461538464
2015-05-30,comment_only_user_day,14,5,0.35714285714285715
2015-05-30,question_user_day,5,1,0.2
2015-05-31,answer_user_day,12,6,0.5
2015-05-31,comment_only_user_day,26,12,0.46153846153846156
2015-05-31,question_user_day,6,2,0.3333333333333333
2015-06-01,answer_user_day,24,9,0.375
2015-06-01,comment_only_user_day,50,12,0.24
2015-06-01,question_user_day,25,5,0.2
2015-06-02,answer_user_day,22,10,0.45454545454545453
2015-06-02,comment_only_user_day,32,8,0.25
2015-06-02,question_user_day,16,5,0.3125
2015-06-03,answer_user_day,20,5,0.25
2015-06-03,comment_only_user_day,30,10,0.3333333333333333
2015-06-03,question_user_day,10,4,0.4
2015-06-04,answer_user_day,12,7,0.5833333333333334
2015-06-04,comment_only_user_day,31,10,0.3225806451612903
2015-06-04,question_user_day,14,3,0.21428571428571427
2015-06-05,answer_user_day,32,11,0.34375
2015-06-05,comment_only_user_day,31,6,0.1935483870967742
2015-06-05,question_user_day,18,2,0.1111111111111111
2015-06-06,answer_user_day,19,7,0.3684210526315789
2015-06-06,comment_only_user_day,25,5,0.2
2015-06-06,question_user_day,10,0,0.0
2015-06-07,answer_user_day,19,9,0.47368421052631576
2015-06-07,comment_only_user_day,32,10,0.3125
2015-06-07,question_user_day,13,4,0.3076923076923077
2015-06-08,answer_user_day,27,8,0.2962962962962963
2015-06-08,comment_only_user_day,50,12,0.24
2015-06-08,question_user_day,23,6,0.2608695652173913
2015-06-09,answer_user_day,22,12,0.5454545454545454
2015-06-09,comment_only_user_day,37,13,0.35135135135135137
2015-06-09,question_user_day,17,4,0.23529411764705882
2015-06-10,answer_user_day,23,10,0.43478260869565216
2015-06-10,comment_only_user_day,48,13,0.2708333333333333
2015-06-10,question_user_day,20,5,0.25
2015-06-11,answer_user_day,18,5,0.2777777777777778
2015-06-11,comment_only_user_day,45,9,0.2
2015-06-11,question_user_day,10,1,0.1
2015-06-12,answer_user_day,16,8,0.5
2015-06-12,comment_only_user_day,35,5,0.14285714285714285
2015-06-12,question_user_day,16,0,0.0
2015-06-13,answer_user_day,15,9,0.6
2015-06-13,comment_only_user_day,23,5,0.21739130434782608
2015-06-13,question_user_day,15,3,0.2
2015-06-14,answer_user_day,27,14,0.5185185185185185
2015-06-14,comment_only_user_day,25,9,0.36
2015-06-14,question_user_day,12,3,0.25
2015-06-15,answer_user_day,26,12,0.46153846153846156
2015-06-15,comment_only_user_day,58,12,0.20689655172413793
2015-06-15,question_user_day,13,2,0.15384615384615385
2015-06-16,answer_user_day,16,7,0.4375
2015-06-16,comment_only_user_day,41,12,0.2926829268292683
2015-06-16,question_user_day,18,8,0.4444444444444444
2015-06-17,answer_user_day,28,19,0.6785714285714286
2015-06-17,comment_only_user_day,36,8,0.2222222222222222
2015-06-17,question_user_day,18,6,0.3333333333333333
2015-06-18,answer_user_day,30,14,0.4666666666666667
2015-06-18,comment_only_user_day,35,14,0.4
2015-06-18,question_user_day,17,3,0.17647058823529413
2015-06-19,answer_user_day,25,9,0.36
2015-06-19,comment_only_user_day,41,7,0.17073170731707318
2015-06-19,question_user_day,22,7,0.3181818181818182
2015-06-20,answer_user_day,14,10,0.7142857142857143
2015-06-20,comment_only_user_day,30,7,0.23333333333333334
2015-06-20,question_user_day,18,7,0.3888888888888889
2015-06-21,answer_user_day,27,13,0.48148148148148145
2015-06-21,comment_only_user_day,40,12,0.3
2015-06-21,question_user_day,10,2,0.2
2015-06-22,answer_user_day,31,19,0.6129032258064516
2015-06-22,comment_only_user_day,36,9,0.25
2015-06-22,question_user_day,18,6,0.3333333333333333
2015-06-23,answer_user_day,24,11,0.4583333333333333
2015-06-23,comment_only_user_day,51,19,0.37254901960784315
2015-06-23,question_user_day,21,7,0.3333333333333333
2015-06-24,answer_user_day,25,15,0.6
2015-06-24,comment_only_user_day,55,15,0.2727272727272727
2015-06-24,question_user_day,17,3,0.17647058823529413
