event_date,dau
2024-03-22,47
2024-03-23,19
2024-03-24,18
2024-03-25,39
2024-03-26,53
2024-03-27,37
2024-03-28,36
2024-03-29,29
2024-03-30,24
2024-03-31,27
