user_id,event_time,action,event_date
101,2011-07-30 11:15:32.217,comment,2011-07-30
11,2011-07-30 14:01:36.270,comment,2011-07-30
11,2011-07-30 14:32:58.780,answer,2011-07-30
11,2011-07-30 14:35:29.747,comment,2011-07-30
101,2011-07-30 15:18:49.743,answer,2011-07-30
101,2011-07-30 15:20:25.517,comment,2011-07-30
101,2011-07-30 15:29:49.460,comment,2011-07-30
101,2011-07-30 15:43:35.950,question,2011-07-30
527,2011-07-30 16:53:00.133,comment,2011-07-30
110,2011-07-30 17:52:35.257,question,2011-07-30
101,2011-07-30 18:02:56.227,comment,2011-07-30
101,2011-07-30 19:29:42.287,comment,2011-07-30
140,2011-07-30 21:00:05.447,comment,2011-07-30
140,2011-07-30 21:03:22.810,comment,2011-07-30
528,2011-07-30 21:59:19.660,question,2011-07-30
528,2011-07-30 22:14:10.153,answer,2011-07-30
101,2011-07-30 22:54:46.447,comment,2011-07-30
528,2011-07-30 22:55:01.397,answer,2011-07-30
101,2011-07-30 22:55:18.290,comment,2011-07-30
528,2011-07-30 23:03:31.673,comment,2011-07-30
528,2011-07-30 23:15:59.720,question,2011-07-30
414,2011-07-31 00:38:55.413,answer,2011-07-31
414,2011-07-31 00:45:01.917,answer,2011-07-31
74,2011-07-31 05:32:01.800,answer,2011-07-31
74,2011-07-31 05:42:46.390,comment,2011-07-31
466,2011-07-31 06:33:55.980,answer,2011-07-31
140,2011-07-31 08:44:24.967,comment,2011-07-31
140,2011-07-31 08:47:57.980,comment,2011-07-31
140,2011-07-31 08:52:24.643,comment,2011-07-31
248,2011-07-31 09:57:46.100,comment,2011-07-31
248,2011-07-31 09:58:26.787,comment,2011-07-31
529,2011-07-31 10:02:40.700,answer,2011-07-31
19,2011-07-31 10:07:43.657,comment,2011-07-31
26,2011-07-31 12:58:47.550,question,2011-07-31
26,2011-07-31 13:15:27.917,question,2011-07-31
26,2011-07-31 13:36:21.573,answer,2011-07-31
46,2011-07-31 17:29:41.967,comment,2011-07-31
530,2011-07-31 17:50:11.190,question,2011-07-31
19,2011-07-31 18:25:10.337,answer,2011-07-31
241,2011-07-31 18:52:10.593,comment,2011-07-31
531,2011-07-31 19:16:42.733,question,2011-07-31
531,2011-07-31 19:24:50.493,answer,2011-07-31
277,2011-07-31 19:26:33.823,answer,2011-07-31
531,2011-07-31 19:33:27.897,answer,2011-07-31
20691,2011-07-31 19:42:19.247,comment,2011-07-31
532,2011-07-31 19:49:42.370,question,2011-07-31
277,2011-07-31 20:02:21.547,comment,2011-07-31
30,2011-07-31 20:07:14.600,answer,2011-07-31
20691,2011-07-31 20:27:44.043,comment,2011-07-31
531,2011-07-31 20:32:09.907,comment,2011-07-31
46,2011-07-31 20:45:01.510,comment,2011-07-31
277,2011-07-31 20:59:19.390,comment,2011-07-31
26,2011-07-31 21:20:29.217,comment,2011-07-31
46,2011-07-31 21:41:46.750,answer,2011-07-31
26,2011-07-31 23:21:51.717,comment,2011-07-31
26,2011-07-31 23:28:17.670,comment,2011-07-31
31,2011-08-01 00:48:45.100,comment,2011-08-01
534,2011-08-01 01:05:23.420,question,2011-08-01
325,2011-08-01 01:45:16.470,question,2011-08-01
537,2011-08-01 04:39:28.097,answer,2011-08-01
537,2011-08-01 05:07:54.427,comment,2011-08-01
514,2011-08-01 05:51:56.820,question,2011-08-01
19,2011-08-01 06:23:05.847,answer,2011-08-01
531,2011-08-01 07:35:16.660,answer,2011-08-01
531,2011-08-01 07:43:23.813,answer,2011-08-01
290,2011-08-01 07:47:24.793,comment,2011-08-01
140,2011-08-01 08:07:10.720,comment,2011-08-01
248,2011-08-01 08:26:19.147,answer,2011-08-01
449,2011-08-01 08:37:38.547,comment,2011-08-01
514,2011-08-01 08:48:34.027,comment,2011-08-01
241,2011-08-01 09:10:04.937,answer,2011-08-01
140,2011-08-01 09:18:46.977,comment,2011-08-01
248,2011-08-01 09:24:36.727,comment,2011-08-01
101,2011-08-01 09:55:13.113,comment,2011-08-01
101,2011-08-01 10:07:54.600,comment,2011-08-01
101,2011-08-01 10:11:10.837,comment,2011-08-01
48,2011-08-01 10:19:45.133,comment,2011-08-01
325,2011-08-01 10:23:30.120,comment,2011-08-01
101,2011-08-01 10:23:52.650,comment,2011-08-01
19,2011-08-01 10:27:47.900,comment,2011-08-01
325,2011-08-01 10:28:15.637,comment,2011-08-01
48,2011-08-01 10:57:40.403,comment,2011-08-01
101,2011-08-01 11:14:20.053,comment,2011-08-01
466,2011-08-01 11:17:09.693,answer,2011-08-01
528,2011-08-01 11:35:57.410,question,2011-08-01
101,2011-08-01 11:48:54.657,comment,2011-08-01
19,2011-08-01 11:53:11.117,comment,2011-08-01
140,2011-08-01 11:55:29.023,comment,2011-08-01
528,2011-08-01 11:56:14.653,comment,2011-08-01
19,2011-08-01 11:59:33.073,comment,2011-08-01
48,2011-08-01 12:03:42.193,comment,2011-08-01
48,2011-08-01 12:14:53.710,comment,2011-08-01
414,2011-08-01 12:24:21.857,answer,2011-08-01
528,2011-08-01 12:25:03.633,comment,2011-08-01
528,2011-08-01 12:32:16.573,comment,2011-08-01
19,2011-08-01 12:32:53.717,comment,2011-08-01
414,2011-08-01 12:57:27.057,comment,2011-08-01
539,2011-08-01 12:59:25.737,answer,2011-08-01
85,2011-08-01 13:50:17.317,comment,2011-08-01
85,2011-08-01 13:58:09.837,answer,2011-08-01
206,2011-08-01 14:01:03.967,comment,2011-08-01
540,2011-08-01 14:10:17.000,comment,2011-08-01
540,2011-08-01 14:29:03.693,comment,2011-08-01
534,2011-08-01 14:37:58.867,comment,2011-08-01
20691,2011-08-01 15:04:45.510,question,2011-08-01
268,2011-08-01 15:38:04.890,answer,2011-08-01
108,2011-08-01 16:05:05.733,comment,2011-08-01
30,2011-08-01 17:30:47.350,question,2011-08-01
544,2011-08-01 17:59:35.747,answer,2011-08-01
149,2011-08-01 20:29:04.850,question,2011-08-01
490,2011-08-01 20:45:15.600,answer,2011-08-01
30,2011-08-01 20:54:51.830,answer,2011-08-01
268,2011-08-01 20:59:27.173,answer,2011-08-01
265,2011-08-01 21:23:44.660,question,2011-08-01
26,2011-08-01 21:36:35.303,comment,2011-08-01
26,2011-08-01 21:37:47.503,comment,2011-08-01
205,2011-08-01 22:57:25.000,question,2011-08-01
205,2011-08-01 23:34:31.910,comment,2011-08-01
54,2011-08-02 01:47:06.623,answer,2011-08-02
54,2011-08-02 01:51:00.363,comment,2011-08-02
54,2011-08-02 02:04:53.207,answer,2011-08-02
466,2011-08-02 02:43:56.993,answer,2011-08-02
549,2011-08-02 04:29:03.090,answer,2011-08-02
128,2011-08-02 05:13:06.380,comment,2011-08-02
551,2011-08-02 08:10:56.327,comment,2011-08-02
418,2011-08-02 08:18:22.137,answer,2011-08-02
81,2011-08-02 08:20:03.443,comment,2011-08-02
466,2011-08-02 08:30:23.783,answer,2011-08-02
550,2011-08-02 08:38:02.373,answer,2011-08-02
140,2011-08-02 09:53:32.757,comment,2011-08-02
140,2011-08-02 09:58:26.433,comment,2011-08-02
243,2011-08-02 10:40:03.027,answer,2011-08-02
243,2011-08-02 10:41:21.560,answer,2011-08-02
243,2011-08-02 10:45:56.190,answer,2011-08-02
149,2011-08-02 10:47:31.617,answer,2011-08-02
19,2011-08-02 11:23:40.290,comment,2011-08-02
550,2011-08-02 11:57:27.773,comment,2011-08-02
553,2011-08-02 11:59:07.577,answer,2011-08-02
101,2011-08-02 12:06:20.457,comment,2011-08-02
531,2011-08-02 12:26:11.110,comment,2011-08-02
253,2011-08-02 12:42:55.597,comment,2011-08-02
531,2011-08-02 12:47:27.083,answer,2011-08-02
531,2011-08-02 12:53:56.827,answer,2011-08-02
149,2011-08-02 13:23:15.820,comment,2011-08-02
203,2011-08-02 13:39:24.893,comment,2011-08-02
554,2011-08-02 13:52:34.803,answer,2011-08-02
108,2011-08-02 15:07:17.803,comment,2011-08-02
149,2011-08-02 15:27:08.253,comment,2011-08-02
28,2011-08-02 15:48:17.677,comment,2011-08-02
108,2011-08-02 16:29:53.830,comment,2011-08-02
205,2011-08-02 16:30:03.333,comment,2011-08-02
205,2011-08-02 16:35:51.597,comment,2011-08-02
16,2011-08-02 17:22:34.703,question,2011-08-02
30,2011-08-02 18:07:14.643,comment,2011-08-02
203,2011-08-02 18:18:41.703,comment,2011-08-02
551,2011-08-02 18:27:08.437,comment,2011-08-02
16,2011-08-02 18:47:45.020,comment,2011-08-02
108,2011-08-02 19:05:13.273,comment,2011-08-02
203,2011-08-02 19:24:04.560,comment,2011-08-02
466,2011-08-02 22:41:41.327,comment,2011-08-02
30,2011-08-02 23:37:43.540,comment,2011-08-02
26,2011-08-02 23:46:58.523,comment,2011-08-02
253,2011-08-03 01:00:02.003,comment,2011-08-03
54,2011-08-03 02:42:14.590,answer,2011-08-03
466,2011-08-03 04:03:40.963,comment,2011-08-03
74,2011-08-03 05:38:09.660,comment,2011-08-03
108,2011-08-03 05:43:40.963,comment,2011-08-03
449,2011-08-03 09:06:11.803,answer,2011-08-03
140,2011-08-03 13:50:51.150,comment,2011-08-03
85,2011-08-03 14:17:18.477,comment,2011-08-03
140,2011-08-03 15:28:30.863,comment,2011-08-03
418,2011-08-03 16:26:42.000,question,2011-08-03
31,2011-08-03 19:27:42.260,comment,2011-08-03
557,2011-08-03 20:19:00.980,answer,2011-08-03
558,2011-08-03 20:35:54.007,question,2011-08-03
149,2011-08-03 23:09:25.477,comment,2011-08-03
149,2011-08-03 23:12:48.593,question,2011-08-03
101,2011-08-03 23:14:52.147,comment,2011-08-03
149,2011-08-03 23:17:34.063,answer,2011-08-03
101,2011-08-03 23:25:58.050,answer,2011-08-03
241,2011-08-03 23:46:56.677,answer,2011-08-03
528,2011-08-04 00:28:40.267,question,2011-08-04
101,2011-08-04 02:03:24.687,answer,2011-08-04
466,2011-08-04 04:18:32.457,answer,2011-08-04
140,2011-08-04 06:37:47.500,comment,2011-08-04
140,2011-08-04 06:40:53.847,comment,2011-08-04
140,2011-08-04 06:45:00.723,comment,2011-08-04
414,2011-08-04 08:36:23.527,answer,2011-08-04
563,2011-08-04 08:59:27.193,comment,2011-08-04
241,2011-08-04 09:35:06.363,comment,2011-08-04
564,2011-08-04 13:02:00.287,comment,2011-08-04
75,2011-08-04 14:05:15.167,answer,2011-08-04
149,2011-08-04 15:45:49.857,comment,2011-08-04
101,2011-08-04 16:11:19.943,comment,2011-08-04
523,2011-08-04 16:43:23.010,comment,2011-08-04
149,2011-08-04 17:37:38.293,comment,2011-08-04
325,2011-08-04 20:05:47.293,comment,2011-08-04
202,2011-08-04 21:48:32.850,question,2011-08-04
466,2011-08-05 05:39:57.627,answer,2011-08-05
101,2011-08-05 06:50:15.743,comment,2011-08-05
149,2011-08-05 06:59:36.223,comment,2011-08-05
101,2011-08-05 07:25:25.277,question,2011-08-05
19,2011-08-05 08:53:34.160,comment,2011-08-05
101,2011-08-05 08:59:31.370,comment,2011-08-05
243,2011-08-05 09:15:39.360,answer,2011-08-05
19,2011-08-05 09:16:50.740,answer,2011-08-05
155,2011-08-05 09:19:18.750,question,2011-08-05
101,2011-08-05 09:21:53.160,comment,2011-08-05
155,2011-08-05 09:23:41.910,comment,2011-08-05
69,2011-08-05 12:26:29.407,question,2011-08-05
69,2011-08-05 12:55:59.880,comment,2011-08-05
514,2011-08-05 12:58:37.150,answer,2011-08-05
108,2011-08-05 13:40:57.100,answer,2011-08-05
155,2011-08-05 14:00:22.797,question,2011-08-05
248,2011-08-05 14:25:12.807,answer,2011-08-05
11,2011-08-05 14:34:52.340,answer,2011-08-05
11,2011-08-05 14:37:29.080,comment,2011-08-05
101,2011-08-05 14:52:27.223,question,2011-08-05
101,2011-08-05 14:54:35.960,answer,2011-08-05
248,2011-08-05 15:26:35.360,comment,2011-08-05
101,2011-08-05 15:33:51.433,comment,2011-08-05
155,2011-08-05 15:40:10.167,answer,2011-08-05
248,2011-08-05 15:50:31.000,comment,2011-08-05
101,2011-08-05 15:59:21.660,comment,2011-08-05
101,2011-08-05 16:03:02.640,comment,2011-08-05
69,2011-08-05 16:35:42.017,comment,2011-08-05
101,2011-08-05 17:16:56.710,answer,2011-08-05
241,2011-08-05 18:25:21.973,answer,2011-08-05
569,2011-08-05 18:27:28.567,answer,2011-08-05
19,2011-08-05 20:08:15.127,comment,2011-08-05
101,2011-08-05 20:47:00.577,answer,2011-08-05
155,2011-08-05 21:00:50.373,comment,2011-08-05
277,2011-08-06 00:56:16.663,comment,2011-08-06
55,2011-08-06 01:09:29.037,comment,2011-08-06
69,2011-08-06 01:09:59.957,comment,2011-08-06
55,2011-08-06 01:11:53.620,comment,2011-08-06
418,2011-08-06 08:03:26.757,comment,2011-08-06
101,2011-08-06 09:11:49.217,question,2011-08-06
531,2011-08-06 09:21:17.143,comment,2011-08-06
101,2011-08-06 09:23:36.913,comment,2011-08-06
531,2011-08-06 09:27:15.470,answer,2011-08-06
531,2011-08-06 09:31:29.693,answer,2011-08-06
531,2011-08-06 09:36:10.813,comment,2011-08-06
30,2011-08-06 11:37:53.100,answer,2011-08-06
101,2011-08-06 12:09:33.430,comment,2011-08-06
570,2011-08-06 13:45:15.290,question,2011-08-06
140,2011-08-06 13:51:11.520,comment,2011-08-06
140,2011-08-06 13:55:13.233,answer,2011-08-06
140,2011-08-06 13:56:50.207,comment,2011-08-06
30,2011-08-06 13:59:35.120,comment,2011-08-06
30,2011-08-06 13:59:43.093,comment,2011-08-06
101,2011-08-06 14:01:48.513,comment,2011-08-06
30,2011-08-06 14:02:50.813,comment,2011-08-06
30,2011-08-06 14:03:08.380,comment,2011-08-06
101,2011-08-06 14:08:59.600,answer,2011-08-06
101,2011-08-06 14:09:31.783,comment,2011-08-06
465,2011-08-06 15:11:37.160,comment,2011-08-06
421,2011-08-06 17:28:10.037,comment,2011-08-06
421,2011-08-06 17:37:20.107,question,2011-08-06
554,2011-08-06 17:48:56.277,answer,2011-08-06
541,2011-08-06 18:02:37.043,question,2011-08-06
130,2011-08-06 18:07:59.197,comment,2011-08-06
108,2011-08-06 18:20:50.620,comment,2011-08-06
185,2011-08-06 19:09:56.487,comment,2011-08-06
20691,2011-08-06 21:48:33.983,comment,2011-08-06
155,2011-08-06 21:51:14.277,question,2011-08-06
185,2011-08-06 21:53:50.063,question,2011-08-06
155,2011-08-06 22:52:09.237,question,2011-08-06
531,2011-08-06 23:08:20.490,answer,2011-08-06
183,2011-08-06 23:12:23.073,answer,2011-08-06
531,2011-08-06 23:20:58.537,answer,2011-08-06
531,2011-08-06 23:23:12.280,comment,2011-08-06
243,2011-08-06 23:34:18.153,comment,2011-08-06
185,2011-08-07 00:35:28.013,comment,2011-08-07
74,2011-08-07 02:21:34.930,answer,2011-08-07
140,2011-08-07 08:08:00.067,comment,2011-08-07
11,2011-08-07 08:33:03.290,comment,2011-08-07
140,2011-08-07 08:38:12.247,comment,2011-08-07
140,2011-08-07 08:46:10.363,comment,2011-08-07
541,2011-08-07 14:24:24.620,answer,2011-08-07
462,2011-08-07 15:26:33.967,answer,2011-08-07
202,2011-08-07 15:28:02.530,comment,2011-08-07
60,2011-08-07 15:54:16.283,question,2011-08-07
575,2011-08-07 16:45:02.023,question,2011-08-07
576,2011-08-07 16:49:39.647,comment,2011-08-07
577,2011-08-07 20:49:32.763,answer,2011-08-07
579,2011-08-07 23:43:49.067,answer,2011-08-07
277,2011-08-08 00:21:56.800,answer,2011-08-08
277,2011-08-08 00:47:04.867,answer,2011-08-08
580,2011-08-08 03:17:18.097,answer,2011-08-08
541,2011-08-08 04:22:58.407,comment,2011-08-08
580,2011-08-08 05:30:05.343,question,2011-08-08
149,2011-08-08 06:19:38.517,answer,2011-08-08
418,2011-08-08 06:35:30.663,comment,2011-08-08
466,2011-08-08 07:47:38.250,answer,2011-08-08
155,2011-08-08 08:52:35.937,comment,2011-08-08
155,2011-08-08 08:56:58.113,comment,2011-08-08
290,2011-08-08 09:17:25.717,comment,2011-08-08
26,2011-08-08 09:57:15.780,answer,2011-08-08
81,2011-08-08 10:14:39.180,comment,2011-08-08
554,2011-08-08 15:07:40.400,comment,2011-08-08
585,2011-08-08 15:36:38.743,question,2011-08-08
582,2011-08-08 16:41:46.973,answer,2011-08-08
30,2011-08-08 17:02:49.093,comment,2011-08-08
583,2011-08-08 17:02:57.140,question,2011-08-08
30,2011-08-08 18:17:40.700,question,2011-08-08
30,2011-08-08 18:18:54.677,comment,2011-08-08
26,2011-08-08 18:22:40.553,answer,2011-08-08
19,2011-08-08 19:03:51.517,comment,2011-08-08
26,2011-08-08 19:17:33.573,comment,2011-08-08
124,2011-08-08 20:33:10.480,answer,2011-08-08
24,2011-08-08 22:44:19.037,comment,2011-08-08
585,2011-08-09 00:30:41.120,comment,2011-08-09
516,2011-08-09 02:51:34.670,answer,2011-08-09
437,2011-08-09 06:46:39.883,answer,2011-08-09
101,2011-08-09 12:26:22.047,comment,2011-08-09
124,2011-08-09 14:29:11.280,question,2011-08-09
46,2011-08-09 14:37:40.887,answer,2011-08-09
514,2011-08-09 16:13:00.313,comment,2011-08-09
124,2011-08-09 16:17:59.123,comment,2011-08-09
19,2011-08-09 18:29:55.707,answer,2011-08-09
19,2011-08-09 18:32:13.567,comment,2011-08-09
402,2011-08-09 19:02:22.503,question,2011-08-09
588,2011-08-09 19:28:37.723,question,2011-08-09
46,2011-08-09 20:30:11.233,answer,2011-08-09
590,2011-08-09 20:39:55.590,answer,2011-08-09
60,2011-08-09 21:29:59.470,comment,2011-08-09
60,2011-08-09 21:40:30.490,question,2011-08-09
60,2011-08-09 21:44:29.880,question,2011-08-09
30,2011-08-09 22:22:40.153,question,2011-08-09
26,2011-08-09 22:38:08.357,comment,2011-08-09
155,2011-08-09 22:46:01.367,answer,2011-08-09
26,2011-08-09 22:52:41.363,answer,2011-08-09
30,2011-08-09 22:52:52.423,comment,2011-08-09
26,2011-08-09 22:55:07.803,comment,2011-08-09
155,2011-08-09 22:58:11.003,answer,2011-08-09
155,2011-08-09 23:05:56.937,answer,2011-08-09
155,2011-08-09 23:27:07.387,comment,2011-08-09
155,2011-08-09 23:37:17.477,comment,2011-08-09
155,2011-08-09 23:37:55.853,comment,2011-08-09
277,2011-08-10 00:10:50.950,comment,2011-08-10
101,2011-08-10 01:30:10.390,comment,2011-08-10
19,2011-08-10 04:23:11.763,comment,2011-08-10
101,2011-08-10 07:28:21.083,comment,2011-08-10
248,2011-08-10 07:35:33.523,comment,2011-08-10
60,2011-08-10 08:21:39.330,comment,2011-08-10
60,2011-08-10 08:23:56.257,comment,2011-08-10
19,2011-08-10 08:24:09.520,comment,2011-08-10
60,2011-08-10 08:39:03.693,question,2011-08-10
155,2011-08-10 08:40:06.920,comment,2011-08-10
155,2011-08-10 08:50:47.353,comment,2011-08-10
593,2011-08-10 09:46:24.733,comment,2011-08-10
140,2011-08-10 11:25:20.787,question,2011-08-10
44,2011-08-10 11:28:11.590,comment,2011-08-10
44,2011-08-10 11:35:59.923,answer,2011-08-10
44,2011-08-10 11:39:46.220,answer,2011-08-10
140,2011-08-10 11:43:47.270,comment,2011-08-10
44,2011-08-10 13:02:39.207,comment,2011-08-10
30,2011-08-10 14:47:27.523,question,2011-08-10
26,2011-08-10 15:24:06.840,answer,2011-08-10
449,2011-08-10 15:25:39.007,comment,2011-08-10
449,2011-08-10 15:28:38.267,comment,2011-08-10
46,2011-08-10 16:23:45.320,comment,2011-08-10
46,2011-08-10 16:51:26.783,comment,2011-08-10
60,2011-08-10 18:37:11.960,question,2011-08-10
19,2011-08-10 18:43:59.467,answer,2011-08-10
19,2011-08-10 20:15:59.787,answer,2011-08-10
277,2011-08-10 20:39:15.333,answer,2011-08-10
277,2011-08-10 20:40:49.060,comment,2011-08-10
155,2011-08-10 20:50:20.153,answer,2011-08-10
155,2011-08-10 21:19:09.903,answer,2011-08-10
595,2011-08-10 21:44:21.843,question,2011-08-10
185,2011-08-10 22:05:11.323,question,2011-08-10
185,2011-08-10 22:15:17.017,comment,2011-08-10
26,2011-08-10 22:18:49.997,answer,2011-08-10
30,2011-08-10 22:47:17.187,comment,2011-08-10
277,2011-08-10 22:56:46.317,comment,2011-08-10
30,2011-08-10 23:00:28.260,comment,2011-08-10
74,2011-08-10 23:40:05.960,comment,2011-08-10
596,2011-08-10 23:54:26.260,question,2011-08-10
597,2011-08-11 00:47:55.410,answer,2011-08-11
13,2011-08-11 03:11:47.710,question,2011-08-11
13,2011-08-11 03:32:56.700,answer,2011-08-11
598,2011-08-11 05:47:17.357,answer,2011-08-11
598,2011-08-11 05:55:07.567,answer,2011-08-11
598,2011-08-11 06:06:02.373,answer,2011-08-11
19,2011-08-11 09:22:37.963,comment,2011-08-11
449,2011-08-11 09:45:17.593,comment,2011-08-11
598,2011-08-11 11:01:27.857,answer,2011-08-11
180,2011-08-11 19:12:43.457,question,2011-08-11
19,2011-08-11 19:27:36.713,comment,2011-08-11
19,2011-08-11 19:30:03.920,answer,2011-08-11
180,2011-08-11 19:55:29.487,comment,2011-08-11
402,2011-08-11 20:05:21.630,comment,2011-08-11
402,2011-08-11 20:23:58.120,answer,2011-08-11
26,2011-08-11 22:06:56.363,answer,2011-08-11
101,2011-08-12 00:17:14.840,comment,2011-08-12
101,2011-08-12 00:18:09.033,comment,2011-08-12
601,2011-08-12 00:39:03.133,answer,2011-08-12
603,2011-08-12 07:30:21.480,question,2011-08-12
26,2011-08-12 09:47:44.647,answer,2011-08-12
243,2011-08-12 10:32:43.027,comment,2011-08-12
243,2011-08-12 10:34:15.020,answer,2011-08-12
604,2011-08-12 12:00:37.453,question,2011-08-12
605,2011-08-12 12:11:54.400,question,2011-08-12
26,2011-08-12 14:23:11.957,answer,2011-08-12
101,2011-08-12 15:57:08.383,answer,2011-08-12
603,2011-08-12 16:48:00.250,comment,2011-08-12
374,2011-08-12 18:45:41.737,comment,2011-08-12
374,2011-08-12 18:53:37.160,question,2011-08-12
26,2011-08-12 19:04:09.060,comment,2011-08-12
374,2011-08-12 19:12:42.180,comment,2011-08-12
185,2011-08-12 19:30:05.307,comment,2011-08-12
26,2011-08-12 19:40:00.683,answer,2011-08-12
26,2011-08-12 20:15:15.090,answer,2011-08-12
609,2011-08-12 20:55:13.510,answer,2011-08-12
604,2011-08-12 21:33:00.240,comment,2011-08-12
349,2011-08-12 22:04:31.033,answer,2011-08-12
108,2011-08-12 22:17:29.083,comment,2011-08-12
108,2011-08-12 22:29:40.503,comment,2011-08-12
108,2011-08-12 22:35:59.250,question,2011-08-12
610,2011-08-12 22:58:24.150,comment,2011-08-12
155,2011-08-12 23:14:33.410,answer,2011-08-12
74,2011-08-13 00:35:17.583,comment,2011-08-13
466,2011-08-13 01:27:49.107,comment,2011-08-13
101,2011-08-13 02:06:07.500,comment,2011-08-13
398,2011-08-13 02:26:36.143,answer,2011-08-13
609,2011-08-13 05:04:01.063,comment,2011-08-13
140,2011-08-13 06:11:08.223,comment,2011-08-13
26,2011-08-13 07:31:15.097,comment,2011-08-13
26,2011-08-13 07:32:21.087,comment,2011-08-13
140,2011-08-13 07:36:10.537,comment,2011-08-13
26,2011-08-13 07:37:48.127,comment,2011-08-13
614,2011-08-13 07:40:28.070,question,2011-08-13
140,2011-08-13 07:57:30.137,comment,2011-08-13
26,2011-08-13 08:08:39.967,comment,2011-08-13
44,2011-08-13 08:56:37.847,comment,2011-08-13
185,2011-08-13 10:00:04.447,answer,2011-08-13
60,2011-08-13 12:35:29.843,comment,2011-08-13
60,2011-08-13 16:12:16.523,question,2011-08-13
48,2011-08-13 19:01:05.590,answer,2011-08-13
48,2011-08-13 19:01:13.810,comment,2011-08-13
155,2011-08-13 19:08:17.277,answer,2011-08-13
155,2011-08-13 19:35:06.950,answer,2011-08-13
19,2011-08-13 21:42:11.867,comment,2011-08-13
101,2011-08-14 02:16:40.050,comment,2011-08-14
616,2011-08-14 03:41:20.060,answer,2011-08-14
614,2011-08-14 06:23:20.703,comment,2011-08-14
617,2011-08-14 06:48:18.047,question,2011-08-14
19,2011-08-14 08:05:41.883,comment,2011-08-14
44,2011-08-14 09:46:46.667,answer,2011-08-14
60,2011-08-14 10:06:52.957,comment,2011-08-14
101,2011-08-14 10:50:38.137,question,2011-08-14
19,2011-08-14 11:24:12.557,comment,2011-08-14
19,2011-08-14 12:14:23.153,comment,2011-08-14
26,2011-08-14 12:23:47.743,comment,2011-08-14
248,2011-08-14 20:25:31.290,answer,2011-08-14
621,2011-08-15 00:59:31.667,question,2011-08-15
37,2011-08-15 02:55:59.917,question,2011-08-15
65,2011-08-15 03:52:12.153,comment,2011-08-15
37,2011-08-15 03:57:31.660,comment,2011-08-15
65,2011-08-15 05:12:16.707,comment,2011-08-15
37,2011-08-15 05:27:34.300,comment,2011-08-15
99,2011-08-15 08:40:06.400,question,2011-08-15
248,2011-08-15 09:38:12.357,answer,2011-08-15
140,2011-08-15 11:57:12.377,comment,2011-08-15
453,2011-08-15 12:47:08.917,question,2011-08-15
493,2011-08-15 12:55:40.140,comment,2011-08-15
37,2011-08-15 13:07:49.887,comment,2011-08-15
101,2011-08-15 13:11:28.380,comment,2011-08-15
268,2011-08-15 13:19:04.020,answer,2011-08-15
248,2011-08-15 13:24:58.557,comment,2011-08-15
624,2011-08-15 13:32:13.997,comment,2011-08-15
554,2011-08-15 14:37:48.773,comment,2011-08-15
627,2011-08-15 15:31:14.480,question,2011-08-15
108,2011-08-15 15:32:47.787,comment,2011-08-15
13,2011-08-15 15:40:02.050,comment,2011-08-15
149,2011-08-15 15:46:09.227,answer,2011-08-15
34,2011-08-15 16:02:42.867,question,2011-08-15
19,2011-08-15 16:26:50.927,comment,2011-08-15
26,2011-08-15 16:35:54.533,answer,2011-08-15
101,2011-08-15 16:55:34.767,comment,2011-08-15
26,2011-08-15 18:06:48.277,answer,2011-08-15
26,2011-08-15 18:11:12.877,comment,2011-08-15
149,2011-08-15 18:37:56.573,comment,2011-08-15
130,2011-08-15 19:20:34.957,answer,2011-08-15
136388,2011-08-15 20:09:51.843,comment,2011-08-15
136388,2011-08-15 20:14:33.260,answer,2011-08-15
149,2011-08-15 21:37:24.657,comment,2011-08-15
26,2011-08-15 22:22:16.847,comment,2011-08-15
26,2011-08-15 23:03:52.507,comment,2011-08-15
136388,2011-08-15 23:23:14.143,comment,2011-08-15
634,2011-08-16 00:19:01.193,answer,2011-08-16
634,2011-08-16 00:26:08.153,answer,2011-08-16
635,2011-08-16 01:41:20.473,answer,2011-08-16
466,2011-08-16 05:32:25.283,answer,2011-08-16
140,2011-08-16 09:25:23.330,comment,2011-08-16
140,2011-08-16 09:27:21.380,comment,2011-08-16
241,2011-08-16 09:29:59.237,comment,2011-08-16
99,2011-08-16 09:44:46.503,comment,2011-08-16
453,2011-08-16 11:58:03.080,comment,2011-08-16
243,2011-08-16 13:14:17.170,answer,2011-08-16
121,2011-08-16 15:18:52.347,answer,2011-08-16
34,2011-08-16 16:03:05.020,comment,2011-08-16
99,2011-08-16 16:48:41.223,question,2011-08-16
639,2011-08-16 17:45:08.070,answer,2011-08-16
130,2011-08-16 18:06:14.947,comment,2011-08-16
639,2011-08-16 18:37:57.680,comment,2011-08-16
130,2011-08-16 18:40:36.997,answer,2011-08-16
639,2011-08-16 18:46:13.403,answer,2011-08-16
140,2011-08-16 19:05:08.733,comment,2011-08-16
60,2011-08-16 19:37:53.300,question,2011-08-16
26,2011-08-16 21:03:52.473,comment,2011-08-16
155,2011-08-16 22:08:07.407,comment,2011-08-16
603,2011-08-16 22:16:49.607,comment,2011-08-16
398,2011-08-16 22:20:43.380,comment,2011-08-16
428,2011-08-17 01:22:03.060,answer,2011-08-17
403,2011-08-17 06:08:17.867,question,2011-08-17
598,2011-08-17 06:23:33.467,answer,2011-08-17
643,2011-08-17 09:55:47.547,question,2011-08-17
